Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
ἐλάσσω,inferior,Adj-AMS-C,G1640,John 2,2726
κερματιστὰς,money changers,N-AMP,G2773,John 2,2727
φραγέλλιον,a whip,N-ANS,G5416,John 2,2728
σχοινίων,cords,N-GNP,G4979,John 2,2729
κέρματα,coins,N-ANP,G2772,John 2,2730
ἀνέτρεψεν,He overthrew,V-AIA-3S,G396,John 2,2731
ἐμπορίου,of trade,N-GNS,G1712,John 2,2732
ζῆλος,zeal,N-NMS,G2205,John 2,2733
Νικόδημος,Nicodemus,N-NMS,G3530,John 3,2734
γέρων,old,N-NMS,G1088,John 3,2735
ἐπίγεια,earthly,Adj-ANP,G1919,John 3,2736
ἐπουράνια,heavenly,Adj-ANP,G2032,John 3,2737
φαῦλα,evil,Adj-ANP,G5337,John 3,2738
διέτριβεν,He was staying,V-IIA-3S,G1304,John 3,2739
Αἰνὼν,Aenon,N-DFS,G137,John 3,2740
Σαλείμ,Salim,N-GNS,G4530,John 3,2741
ζήτησις,a debate,N-NFS,G2214,John 3,2742
ἐλαττοῦσθαι,to decrease,V-PNM/P,G1642,John 3,2743
ἀπειθῶν,not obeying,V-PPA-NMS,G544,John 3,2744
καίτοιγε,although indeed,Conj,G2544,John 4,2745
Συχὰρ,Sychar,N-AFS,G4965,John 4,2746
ὁδοιπορίας,journey,N-GFS,G3597,John 4,2747
Σαμαρῖτις,Samaritan,N-NFS,G4542,John 4,2748
συνχρῶνται,have association,V-PIM/P-3P,G4798,John 4,2749
δωρεὰν,gift,N-AFS,G1431,John 4,2750
ἄντλημα,to draw with,N-ANS,G502,John 4,2751
θρέμματα,livestock,N-NNP,G2353,John 4,2752
ἁλλομένου,welling up,V-PPM/P-GNS,G242,John 4,2753
προσκυνηταὶ,worshipers,N-NMP,G4353,John 4,2754
ἀναγγελεῖ,He will tell,V-FIA-3S,G312,John 4,2755
μέντοι,however,Conj,G3305,John 4,2756
τετράμηνός,four months,Adj-NMS,G5072,John 4,2757
ὁμοῦ,together,Adv,G3674,John 4,2758
βασιλικὸς,royal official,Adj-NMS,G937,John 4,2759
κομψότερον,better,Adv-C,G2866,John 4,2760
Ἐχθὲς,Yesterday,Adv,G5504,John 4,2761
ἑβδόμην,seventh,Adj-AFS,G1442,John 4,2762
προβατικῇ,Sheep Gate,Adj-DFS,G4262,John 5,2763
κολυμβήθρα,a pool,N-NFS,G2861,John 5,2764
ἐπιλεγομένη,called,V-PPM/P-NFS,G1951,John 5,2765
Ἑβραϊστὶ,in Hebrew,Adv,G1447,John 5,2766
Βηθζαθά,Bethesda,N-NFS,G964,John 5,2767
στοὰς,porches,N-AFP,G4745,John 5,2768
ἐκδεχομένων,awaiting,V-PPM-GMP,G1551,John 5,2769
κίνησιν,moving,N-AFS,G2796,John 5,2770
ταραχὴν,stirring,N-AFS,G5016,John 5,2771
δήποτε,at the time,Prtcl,G1221,John 5,2772
νοσήματι,disease,N-DNS,G3553,John 5,2773
ἐξένευσεν,had moved away,V-AIA-3S,G1593,John 5,2774
ζωοποιεῖ,gives life,V-PIA-3S,G2227,John 5,2775
Ἐραυνᾶτε,You diligently search,V-PIA-2P,G2045,John 5,2776
Τιβεριάδος,of Tiberias,N-GFS,G5085,John 6,2777
ἀνῆλθεν,Went up,V-AIA-3S,G424,John 6,2778
παιδάριον,a little boy,N-NNS,G3808,John 6,2779
κριθίνους,barley,Adj-AMP,G2916,John 6,2780
ὀψάρια,small fish,N-ANP,G3795,John 6,2781
βεβρωκόσιν,having eaten,V-RPA-DMP,G977,John 6,2782
συνεισῆλθεν,went with,V-AIA-3S,G4897,John 6,2783
μάννα,manna,N-ANS,G3131,John 6,2784
ἑλκύσῃ,draws,V-ASA-3S,G1670,John 6,2785
διδακτοὶ,taught,Adj-NMP,G1318,John 6,2786
Ἐμάχοντο,Were arguing,V-IIM/P-3P,G3164,John 6,2787
πόσις,drink,N-NFS,G4213,John 6,2788
πρότερον,before,Adj-ANS-C,G4386,John 6,2789
σκηνοπηγία,Booths,N-NFS,G4634,John 7,2790
γογγυσμὸς,murmuring,N-NMS,G1112,John 7,2791
μεσούσης,being in the middle,V-PPA-GFS,G3322,John 7,2792
πότερον,whether,Adv,G4220,John 7,2793
περιτομήν,circumcision,N-AFS,G4061,John 7,2794
χολᾶτε,are you angry,V-PIA-2P,G5520,John 7,2795
ὄψιν,appearance,N-AFS,G3799,John 7,2796
πιάσαι,to take,V-ANA,G4084,John 7,2797
Διασπορὰν,Dispersion,N-AFS,G1290,John 7,2798
Ἑλλήνων,Greeks,N-GMP,G1672,John 7,2799
ῥεύσουσιν,will flow,V-FIA-3P,G4482,John 7,2800
οὐδέπω,not yet,Adv,G3764,John 7,2801
ἐπάρατοί,accursed,Adj-NMP,G1944,John 7,2802
αυτοφώρῳ,the very act,Adj-DNS,G1888,John 8,2803
λιθάζειν,to be stoned,V-PNA,G3034,John 8,2804
ἐπέμενον,they continued,V-IIA-3P,G1961,John 8,2805
ἀναμάρτητος,sinless,Adj-NMS,G361,John 8,2806
συνειδήσεως,conscience,N-GFS,G4893,John 8,2807
κατήγοροί,accuse,N-NMP,G2725,John 8,2808
ἀρεστὰ,pleasing,Adj-ANP,G701,John 8,2809
ἐλευθερώσει,will set free,V-FIA-3S,G1659,John 8,2810
ἀνθρωποκτόνος,a murderer,N-NMS,G443,John 8,2811
ψεῦδος,falsehood,N-ANS,G5579,John 8,2812
ψεύστης,a liar,N-NMS,G5583,John 8,2813
γενετῆς,birth,N-GFS,G1079,John 9,2814
χαμαὶ,on the ground,Adv,G5476,John 9,2815
πηλὸν,clay,N-AMS,G4081,John 9,2816
πτύσματος,spittle,N-GNS,G4427,John 9,2817
ἐπέχρισεν,applied,V-AIA-3S,G2025,John 9,2818
ἀποσυνάγωγος,expelled from the synagogue,Adj-NMS,G656,John 9,2819
ἐλοιδόρησαν,they railed at,V-AIA-3P,G3058,John 9,2820
θεοσεβὴς,God-fearing,Adj-NMS,G2318,John 9,2821
παροιμίαν,allegory,N-AFS,G3942,John 10,2822
νομὴν,pasture,N-AFS,G3542,John 10,2823
μαίνεται,is insane,V-PIM/P-3S,G3105,John 10,2824
ἐνκαίνια,Feast of Dedication,N-NNP,G1456,John 10,2825
ἐξυπνίσω,I may awaken,V-ASA-1S,G1852,John 11,2826
κοιμήσεως,rest,N-GFS,G2838,John 11,2827
Δίδυμος,Didymus,N-NMS,G1324,John 11,2828
συμμαθηταῖς,fellow disciples,N-DMP,G4827,John 11,2829
δεκαπέντε,fifteen,Adj-GMP,G1178,John 11,2830
παραμυθήσωνται,they might console,V-ASM-3P,G3888,John 11,2831
Ἐδάκρυσεν,Wept,V-AIA-3S,G1145,John 11,2832
ὄζει,he stinks,V-PIA-3S,G3605,John 11,2833
τεταρταῖος,four days,Adj-NMS,G5066,John 11,2834
περιεστῶτα,standing around,V-RPA-AMS,G4026,John 11,2835
κειρίαις,with linen strips,N-DFP,G2750,John 11,2836
περιεδέδετο,bound about,V-LIM/P-3S,G4019,John 11,2837
Ῥωμαῖοι,Romans,Adj-NMP,G4514,John 11,2838
Ἐφραὶμ,Ephraim,N-AMS,G2187,John 11,2839
ἁγνίσωσιν,they might purify,V-ASA-3P,G48,John 11,2840
λίτραν,a litra,N-AFS,G3046,John 12,2841
ὀσμῆς,fragrance,N-GFS,G3744,John 12,2842
γλωσσόκομον,money bag,N-ANS,G1101,John 12,2843
βαΐα,branches,N-ANP,G902,John 12,2844
φοινίκων,palm trees,N-GMP,G5404,John 12,2845
ὀνάριον,a young donkey,N-ANS,G3678,John 12,2846
σημαίνων,signifying,V-PPA-NMS,G4591,John 12,2847
Τετύφλωκεν,He has blinded,V-RIA-3S,G5186,John 12,2848
ὅμως,Nevertheless,Conj,G3676,John 12,2849
ἤπερ,than,Conj,G2260,John 12,2850
λέντιον,a towel,N-ANS,G3012,John 13,2851
διέζωσεν,He girded,V-AIA-3S,G1241,John 13,2852
νιπτῆρα,basin,N-AMS,G3537,John 13,2853
λελουμένος,having been bathed,V-RPM/P-NMS,G3068,John 13,2854
ὑπόδειγμα,A pattern,N-ANS,G5262,John 13,2855
πτέρναν,heel,N-AFS,G4418,John 13,2856
νεύει,Motions,V-PIA-3S,G3506,John 13,2857
ψωμίον,morsel,N-ANS,G5596,John 13,2858
τάχιον,quickly,Adj-ANS-C,G5032,John 13,2859
Τεκνία,Little children,N-VNP,G5040,John 13,2860
μοναὶ,mansions,N-NFP,G3438,John 14,2861
Παράκλητον,Helper,N-AMS,G3875,John 14,2862
ὀρφανούς,as orphans,Adj-AMP,G3737,John 14,2863
δειλιάτω,let it fear,V-PMA-3S,G1168,John 14,2864
κλῆμα,branch,N-ANS,G2814,John 15,2865
καθαίρει,He prunes,V-PIA-3S,G2508,John 15,2866
λατρείαν,it is a service,N-AFS,G2999,John 16,2867
χειμάρρου,winter stream,N-GMS,G5493,John 18,2868
Κέδρων,of Kidron,N-GMS,G2748,John 18,2869
φανῶν,lanterns,N-GMP,G5322,John 18,2870
ὅπλων,weapons,N-GNP,G3696,John 18,2871
Μάλχος,Malchus,N-NMS,G3124,John 18,2872
θήκην,sheath,N-AFS,G2336,John 18,2873
πενθερὸς,father-in-law,N-NMS,G3995,John 18,2874
ἀνθρακιὰν,a fire of coals,N-AFS,G439,John 18,2875
ψῦχος,cold,N-NNS,G5592,John 18,2876
μιανθῶσιν,they should be defiled,V-ASP-3P,G3392,John 18,2877
κατηγορίαν,accusation,N-AFS,G2724,John 18,2878
Οὐκοῦν,Then,Adv,G3766,John 18,2879
συνήθεια,a custom,N-NFS,G4914,John 18,2880
πορφυροῦν,purple,Adj-ANS,G4210,John 19,2881
Λιθόστρωτον,the Stone Pavement,Adj-AMS,G3038,John 19,2882
Γαββαθα,Gabbatha,N-ANS,G1042,John 19,2883
τίτλον,a title,N-AMS,G5102,John 19,2884
Ῥωμαϊστί,in Latin,Adv,G4515,John 19,2885
Ἑλληνιστί,in Greek,Adv,G1676,John 19,2886
ἄραφος,seamless,Adj-NMS,G729,John 19,2887
ὑφαντὸς,woven,Adj-NMS,G5307,John 19,2888
Κλωπᾶ,of Clopas,N-GMS,G2832,John 19,2889
ὑσσώπῳ,a stalk of hyssop,N-DFS,G5301,John 19,2890
σκέλη,legs,N-ANP,G4628,John 19,2891
ἐξεκέντησαν,they have pierced,V-AIA-3P,G1574,John 19,2892
μίγμα,a mixture,N-ANS,G3395,John 19,2893
ἀλόης,aloes,N-GFS,G250,John 19,2894
κηπουρός,gardener,N-NMS,G2780,John 20,2895
ἐνεφύσησεν,He breathed on them,V-AIA-3S,G1720,John 20,2896
τύπον,mark,N-AMS,G5179,John 20,2897
ἥλων,nails,N-GMP,G2247,John 20,2898
ἁλιεύειν,to fish,V-PNA,G232,John 21,2899
προσφάγιον,fish,N-ANS,G4371,John 21,2900
ἐπενδύτην,outer garment,N-AMS,G1903,John 21,2901
σύροντες,dragging,V-PPA-NMP,G4951,John 21,2902
ἀρνία,lambs,N-ANP,G721,John 21,2903
ἐζώννυες,you dressed,V-IIA-2S,G2224,John 21,2904
γηράσῃς,you shall be old,V-ASA-2S,G1095,John 21,2905
οἶμαι,I suppose,V-PIM/P-1S,G3633,John 21,2906
τεκμηρίοις,proofs,N-DNP,G5039,Acts 1,2907
ὀπτανόμενος,being seen,V-PPM/P-NMS,G3700,Acts 1,2908
συναλιζόμενος,being assembled together,V-PPM/P-NMS,G4871,Acts 1,2909
περιμένειν,to await,V-PNA,G4037,Acts 1,2910
Ἐλαιῶνος,Olivet,N-GMS,G1638,Acts 1,2911
ὑπερῷον,upper room,N-ANS,G5253,Acts 1,2912
καταμένοντες,staying,V-PPA-NMP,G2650,Acts 1,2913
ὁμοθυμαδὸν,with one accord,Adv,G3661,Acts 1,2914
προεῖπεν,spoke beforehand,V-AIA-3S,G4277,Acts 1,2915
κατηριθμημένος,numbered,V-RPM/P-NMS,G2674,Acts 1,2916
πρηνὴς,headlong,Adj-NMS,G4248,Acts 1,2917
ἐλάκησεν,he burst open,V-AIA-3S,G2997,Acts 1,2918
διαλέκτῳ,language,N-DFS,G1258,Acts 1,2919
Ἁκελδαμάχ,Akeldama,N-ANS,G184,Acts 1,2920
ἔπαυλις,homestead,N-NFS,G1886,Acts 1,2921
Βαρσαββᾶν,Barsabbas,N-AMS,G923,Acts 1,2922
Ἰοῦστος,Justus,N-NMS,G2459,Acts 1,2923
Μαθθίαν,Matthias,N-AMS,G3159,Acts 1,2924
καρδιογνῶστα,knower of the hearts,N-VMS,G2589,Acts 1,2925
ἀποστολῆς,apostleship,N-GFS,G651,Acts 1,2926
συνκατεψηφίσθη,he was numbered,V-AIP-3S,G4785,Acts 1,2927
Πεντηκοστῆς,of Pentecost,N-GFS,G4005,Acts 2,2928
ἄφνω,suddenly,Adv,G869,Acts 2,2929
πνοῆς,of a wind,N-GFS,G4157,Acts 2,2930
βιαίας,violent,Adj-GFS,G972,Acts 2,2931
ἀποφθέγγεσθαι,to utter forth,V-PNM/P,G669,Acts 2,2932
συνεχύθη,was confounded,V-AIP-3S,G4797,Acts 2,2933
Πάρθοι,Parthians,N-NMP,G3934,Acts 2,2934
Μῆδοι,Medes,N-NMP,G3370,Acts 2,2935
Ἐλαμῖται,Elamites,N-NMP,G1639,Acts 2,2936
Μεσοποταμίαν,Mesopotamia,N-AFS,G3318,Acts 2,2937
Καππαδοκίαν,Cappadocia,N-AFS,G2587,Acts 2,2938
Πόντον,Pontus,N-AMS,G4195,Acts 2,2939
Ἀσίαν,Asia,N-AFS,G773,Acts 2,2940
Φρυγίαν,Phrygia,N-AFS,G5435,Acts 2,2941
Παμφυλίαν,Pamphylia,N-AFS,G3828,Acts 2,2942
Λιβύης,of Libya,N-GFS,G3033,Acts 2,2943
Κυρήνην,Cyrene,N-AFS,G2957,Acts 2,2944
ἐπιδημοῦντες,visiting here,V-PPA-NMP,G1927,Acts 2,2945
Κρῆτες,Cretans,N-NMP,G2912,Acts 2,2946
Ἄραβες,Arabs,N-NMP,G690,Acts 2,2947
ἡμετέραις,in our own,PPro-DF1P,G2251,Acts 2,2948
μεγαλεῖα,great things,Adj-ANP,G3167,Acts 2,2949
διαχλευάζοντες,mocking,V-PPA-NMP,G5512,Acts 2,2950
Γλεύκους,Of new wine,N-GNS,G1098,Acts 2,2951
μεμεστωμένοι,full,V-RPM/P-NMP,G3325,Acts 2,2952
ἐνωτίσασθε,give heed to,V-AMM-2P,G1801,Acts 2,2953
Ἰωήλ,Joel,N-GMS,G2493,Acts 2,2954
ὁράσεις,visions,N-AFP,G3706,Acts 2,2955
ἐνυπνίοις,dreams,N-DNP,G1798,Acts 2,2956
ἐνυπνιασθήσονται,will dream,V-FIP-3P,G1797,Acts 2,2957
ἀτμίδα,vapor,N-AFS,G822,Acts 2,2958
καπνοῦ,of smoke,N-GMS,G2586,Acts 2,2959
μεταστραφήσεται,will be turned,V-FIP-3S,G3344,Acts 2,2960
ἐπιφανῆ,glorious,Adj-AFS,G2016,Acts 2,2961
ἀποδεδειγμένον,having been set forth,V-RPM/P-AMS,G584,Acts 2,2962
προγνώσει,foreknowledge,N-DFS,G4268,Acts 2,2963
ἔκδοτον,delivered up,Adj-AMS,G1560,Acts 2,2964
προσπήξαντες,having crucified,V-APA-NMP,G4362,Acts 2,2965
Προορώμην,I foresaw,V-IIM-1S,G4308,Acts 2,2966
ἐλπίδι,hope,N-DFS,G1680,Acts 2,2967
Ὅσιόν,Holy One,Adj-AMS,G3741,Acts 2,2968
διαφθοράν,decay,N-AFS,G1312,Acts 2,2969
εὐφροσύνης,with joy,N-GFS,G2167,Acts 2,2970
πατριάρχου,patriarch,N-GMS,G3966,Acts 2,2971
κατενύγησαν,they were pierced,V-AIP-3P,G2660,Acts 2,2972
τρισχίλιαι,three thousand,Adj-NFP,G5153,Acts 2,2973
κοινωνίᾳ,in fellowship,N-DFS,G2842,Acts 2,2974
ὑπάρξεις,goods,N-AFP,G5223,Acts 2,2975
μετελάμβανον,they were partaking,V-IIA-3P,G3335,Acts 2,2976
ἀφελότητι,sincerity,N-DFS,G858,Acts 2,2977
εἰσιέναι,to enter,V-PNA,G1524,Acts 3,2978
χρυσίον,gold,N-NNS,G5553,Acts 3,2979
ἐστερεώθησαν,were strengthened,V-AIP-3P,G4732,Acts 3,2980
βάσεις,feet,N-NFP,G939,Acts 3,2981
σφυδρά,ankles,N-NNP,G4974,Acts 3,2982
ἐξαλλόμενος,leaping up,V-PPM/P-NMS,G1814,Acts 3,2983
ἔκθαμβοι,greatly amazed,Adj-NMP,G1569,Acts 3,2984
εὐσεβείᾳ,godliness,N-DFS,G2150,Acts 3,2985
Ἀρχηγὸν,the Author,N-AMS,G747,Acts 3,2986
ὁλοκληρίαν,complete soundness,N-AFS,G3647,Acts 3,2987
ἄγνοιαν,ignorance,N-AFS,G52,Acts 3,2988
προκατήγγειλεν,He foretold,V-AIA-3S,G4293,Acts 3,2989
ἐξαλειφθῆναι,blotting out,V-ANP,G1813,Acts 3,2990
ἀναψύξεως,of refreshing,N-GFS,G403,Acts 3,2991
προκεχειρισμένον,having been appointed,V-RPM/P-AMS,G4400,Acts 3,2992
ἀποκαταστάσεως,of restoration,N-GFS,G605,Acts 3,2993
ἐξολεθρευθήσεται,will be utterly destroyed,V-FIP-3S,G1842,Acts 3,2994
Σαμουὴλ,Samuel,N-GMS,G4545,Acts 3,2995
κατήγγειλαν,have announced,V-AIA-3P,G2605,Acts 3,2996
ἐνευλογηθήσονται,will be blessed,V-FIP-3P,G1757,Acts 3,2997
διαπονούμενοι,being distressed,V-PPM/P-NMP,G1278,Acts 4,2998
τήρησιν,custody,N-AFS,G5084,Acts 4,2999
ἀρχιερατικοῦ,high-priestly,Adj-GNS,G748,Acts 4,3000
εὐεργεσίᾳ,a good work,N-DFS,G2108,Acts 4,3001
ἀγράμματοί,unschooled,Adj-NMP,G62,Acts 4,3002
ἰδιῶται,ordinary,N-NMP,G2399,Acts 4,3003
διανεμηθῇ,it might spread,V-ASP-3S,G1268,Acts 4,3004
ἀπειλησώμεθα,let us warn,V-ASM-1P,G546,Acts 4,3005
καθόλου,at all,Adv,G2527,Acts 4,3006
φθέγγεσθαι,to speak,V-PNM/P,G5350,Acts 4,3007
προσαπειλησάμενοι,having further threatened them,V-APM-NMP,G4324,Acts 4,3008
κολάσωνται,they might punish,V-ASM-3P,G2849,Acts 4,3009
ἐφρύαξαν,did rage,V-AIA-3P,G5433,Acts 4,3010
ἐμελέτησαν,did devise,V-AIA-3P,G3191,Acts 4,3011
προώρισεν,had determined beforehand,V-AIA-3S,G4309,Acts 4,3012
ἀπειλὰς,threats,N-AFP,G547,Acts 4,3013
ἐνδεής,in need,Adj-NMS,G1729,Acts 4,3014
κτήτορες,owners,N-NMP,G2935,Acts 4,3015
Βαρνάβας,Barnabas,N-NMS,G921,Acts 4,3016
Κύπριος,a Cypriot,N-NMS,G2953,Acts 4,3017
Ἁνανίας,Ananias,N-NMS,G367,Acts 5,3018
Σαπφίρῃ,Sapphira,N-DFS,G4551,Acts 5,3019
ἐνοσφίσατο,he kept back,V-AIM-3S,G3557,Acts 5,3020
συνειδυίης,being aware of it,V-RPA-GFS,G4894,Acts 5,3021
ἐξέψυξεν,he breathed his last,V-AIA-3S,G1634,Acts 5,3022
συνέστειλαν,covered,V-AIA-3P,G4958,Acts 5,3023
διάστημα,afterward,N-NNS,G1292,Acts 5,3024
πέριξ,surrounding,Adv,G4038,Acts 5,3025
ὀχλουμένους,those being tormented,V-PPM/P-AMP,G3791,Acts 5,3026
αἵρεσις,the sect,N-NFS,G139,Acts 5,3027
δημοσίᾳ,public,Adj-DFS,G1219,Acts 5,3028
γερουσίαν,Senate,N-AFS,G1087,Acts 5,3029
ἀναστρέψαντες,having returned,V-APA-NMP,G390,Acts 5,3030
φύλακας,guards,N-AMP,G5441,Acts 5,3031
βίας,force,N-GFS,G970,Acts 5,3032
Παραγγελίᾳ,by a charge,N-DFS,G3852,Acts 5,3033
ἐπαγαγεῖν,to bring,V-ANA,G1863,Acts 5,3034
Πειθαρχεῖν,To obey,V-PNA,G3980,Acts 5,3035
διεχειρίσασθε,killed,V-AIM-2P,G1315,Acts 5,3036
διεπρίοντο,they were cut to the heart,V-IIM/P-3P,G1282,Acts 5,3037
Γαμαλιήλ,Gamaliel,N-NMS,G1059,Acts 5,3038
τίμιος,honored,Adj-NMS,G5093,Acts 5,3039
Θευδᾶς,Theudas,N-NMS,G2333,Acts 5,3040
προσεκλίθη,were joined,V-AIP-3S,G4346,Acts 5,3041
τετρακοσίων,four hundred,Adj-GMP,G5071,Acts 5,3042
διελύθησαν,were dispersed,V-AIP-3P,G1262,Acts 5,3043
θεομάχοι,fighting against God,Adj-NMP,G2314,Acts 5,3044
Ἑλληνιστῶν,Hellenists,N-GMP,G1675,Acts 6,3045
Ἑβραίους,Hebrews,N-AMP,G1445,Acts 6,3046
παρεθεωροῦντο,were being overlooked,V-IIM/P-3P,G3865,Acts 6,3047
καθημερινῇ,daily,Adj-DFS,G2522,Acts 6,3048
Στέφανον,Stephen,N-AMS,G4736,Acts 6,3049
Πρόχορον,Prochorus,N-AMS,G4402,Acts 6,3050
Νικάνορα,Nicanor,N-AMS,G3527,Acts 6,3051
Τίμωνα,Timon,N-AMS,G5096,Acts 6,3052
Παρμενᾶν,Parmenas,N-AMS,G3937,Acts 6,3053
Νικόλαον,Nicolas,N-AMS,G3532,Acts 6,3054
Ἀντιοχέα,of Antioch,N-AMS,G491,Acts 6,3055
Λιβερτίνων,Freedmen,N-GMP,G3032,Acts 6,3056
Ἀλεξανδρέων,Alexandrians,N-GMP,G221,Acts 6,3057
Κιλικίας,Cilicia,N-GFS,G2791,Acts 6,3058
ὑπέβαλον,they suborned,V-AIA-3P,G5260,Acts 6,3059
βλάσφημα,blasphemous,Adj-ANP,G989,Acts 6,3060
συνεκίνησάν,They stirred up,V-AIA-3P,G4787,Acts 6,3061
ψευδεῖς,FALSE,Adj-AMP,G5571,Acts 6,3062
ἀλλάξει,will change,V-FIA-3S,G236,Acts 6,3063
Χαρράν,Haran,N-DFS,G5488,Acts 7,3064
Χαλδαίων,of Chaldeans,N-GMP,G5466,Acts 7,3065
μετῴκισεν,He removed,V-AIA-3S,G3351,Acts 7,3066
κατάσχεσιν,a possession,N-AFS,G2697,Acts 7,3067
πάροικον,a sojourner,Adj-NNS,G3941,Acts 7,3068
δουλώσουσιν,they will enslave,V-FIA-3P,G1402,Acts 7,3069
κακώσουσιν,will mistreat it,V-FIA-3P,G2559,Acts 7,3070
ζηλώσαντες,having envied,V-APA-NMP,G2206,Acts 7,3071
Φαραὼ,Pharaoh,N-GMS,G5328,Acts 7,3072
Χανάαν,Canaan,N-AFS,G5477,Acts 7,3073
χορτάσματα,sustenance,N-ANP,G5527,Acts 7,3074
ἀνεγνωρίσθη,was made known,V-AIP-3S,G319,Acts 7,3075
μετεκαλέσατο,he called for,V-AIM-3S,G3333,Acts 7,3076
μετετέθησαν,they were carried over,V-AIP-3P,G3346,Acts 7,3077
Συχὲμ,Shechem,N-AFS,G4966,Acts 7,3078
ὠνήσατο,had bought,V-AIM-3S,G5608,Acts 7,3079
Ἑμμὼρ,of Hamor,N-GMS,G1697,Acts 7,3080
κατασοφισάμενος,having dealt treacherously with,V-APM-NMS,G2686,Acts 7,3081
ἔκθετα,abandon,Adj-ANP,G1570,Acts 7,3082
ἀστεῖος,beautiful,Adj-NMS,G791,Acts 7,3083
ἀνετράφη,was brought up,V-AIP-3S,G397,Acts 7,3084
ἐκτεθέντος,Having been set outside,V-APP-GMS,G1620,Acts 7,3085
Αἰγυπτίων,of the Egyptians,Adj-GMP,G124,Acts 7,3086
τεσσερακονταέτης,of forty years,Adj-NMS,G5063,Acts 7,3087
ἠμύνατο,he defended him,V-AIM-3S,G292,Acts 7,3088
καταπονουμένῳ,being oppressed,V-PPM/P-DMS,G2669,Acts 7,3089
ἐπιούσῃ,following,V-PPA-DFS,G1966,Acts 7,3090
συνήλλασσεν,urged,V-IIA-3S,G4900,Acts 7,3091
ἀπώσατο,pushed away,V-AIM-3S,G683,Acts 7,3092
δικαστὴν,judge,N-AMS,G1348,Acts 7,3093
Μαδιάμ,of Midian,N-GMS,G3099,Acts 7,3094
Σινᾶ,Sinai,N-GNS,G4614,Acts 7,3095
ἔντρομος,Terrified,Adj-NMS,G1790,Acts 7,3096
κάκωσιν,oppression,N-AFS,G2561,Acts 7,3097
στεναγμοῦ,groans,N-GMS,G4726,Acts 7,3098
λυτρωτὴν,redeemer,N-AMS,G3086,Acts 7,3099
Ἐρυθρᾷ,the Red,Adj-DFS,G2063,Acts 7,3100
λόγια,oracles,N-ANP,G3051,Acts 7,3101
ὑπήκοοι,obedient,Adj-NMP,G5255,Acts 7,3102
ἐμοσχοποίησαν,they made a calf,V-AIA-3P,G3447,Acts 7,3103
εἰδώλῳ,idol,N-DNS,G1497,Acts 7,3104
σφάγια,slain beasts,N-ANP,G4968,Acts 7,3105
Μολὸχ,of Moloch,N-GMS,G3434,Acts 7,3106
Ῥαιφάν,Rephan,N-GMS,G4481,Acts 7,3107
ἐπέκεινα,beyond,Prep,G1900,Acts 7,3108
διαδεξάμενοι,having received by succession,V-APM-NMP,G1237,Acts 7,3109
ἐξῶσεν,drove out,V-AIA-3S,G1856,Acts 7,3110
σκήνωμα,a dwelling place,N-ANS,G4638,Acts 7,3111
καταπαύσεώς,rest,N-GFS,G2663,Acts 7,3112
Σκληροτράχηλοι,Stiff-necked,Adj-VMP,G4644,Acts 7,3113
ἀπερίτμητοι,uncircumcised,Adj-VMP,G564,Acts 7,3114
ἀεὶ,always,Adv,G104,Acts 7,3115
ἀντιπίπτετε,resist,V-PIA-2P,G496,Acts 7,3116
ἐλεύσεως,coming,N-GFS,G1660,Acts 7,3117
διαταγὰς,the ordination,N-AFP,G1296,Acts 7,3118
ἔβρυχον,began gnashing,V-IIA-3P,G1031,Acts 7,3119
νεανίου,of a young man,N-GMS,G3494,Acts 7,3120
Σαύλου,Saul,N-GMS,G4569,Acts 7,3121
ἀναιρέσει,killing,N-DFS,G336,Acts 8,3122
διεσπάρησαν,were scattered,V-AIP-3P,G1289,Acts 8,3123
συνεκόμισαν,Buried,V-AIA-3P,G4792,Acts 8,3124
κοπετὸν,lamentation,N-AMS,G2870,Acts 8,3125
ἐλυμαίνετο,was destroying,V-IIM/P-3S,G3075,Acts 8,3126
μαγεύων,practicing sorcery,V-PPA-NMS,G3096,Acts 8,3127
μαγείαις,magic arts,N-DFP,G3095,Acts 8,3128
ἐπιθέσεως,laying on,N-GFS,G1936,Acts 8,3129
ἐπίνοια,intent,N-NFS,G1963,Acts 8,3130
πικρίας,of bitterness,N-GFS,G4088,Acts 8,3131
σύνδεσμον,the bond,N-AMS,G4886,Acts 8,3132
μεσημβρίαν,the south,N-AFS,G3314,Acts 8,3133
Γάζαν,Gaza,N-AFS,G1048,Acts 8,3134
Αἰθίοψ,an Ethiopian,N-NMS,G128,Acts 8,3135
Κανδάκης,of Candace,N-GFS,G2582,Acts 8,3136
γάζης,treasure,N-GFS,G1047,Acts 8,3137
ἅρματος,chariot,N-GNS,G716,Acts 8,3138
περιοχὴ,the passage,N-NFS,G4042,Acts 8,3139
σφαγὴν,slaughter,N-AFS,G4967,Acts 8,3140
κείραντος,shearing,V-APA-GMS,G2751,Acts 8,3141
ἄφωνος,is silent,Adj-NMS,G880,Acts 8,3142
Ἄζωτον,Azotus,N-AFS,G108,Acts 8,3143
ἐμπνέων,breathing out,V-PPA-NMS,G1709,Acts 9,3144
ἐπιστολὰς,letters,N-AFP,G1992,Acts 9,3145
Δαμασκὸν,Damascus,N-AFS,G1154,Acts 9,3146
